,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4916,2.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,0.38,0.3939,0.76,0.1343,3.0,18.0,21.0
4917,2.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.82,0.2239,3.0,2.0,5.0
4918,1.0,0.0,12.0,11.0,1.0,1.0,0.0,1.0,0.34,0.2879,0.46,0.5821,40.0,51.0,91.0
4919,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16,0.1364,0.47,0.3284,9.0,50.0,59.0
4920,4.0,0.0,11.0,2.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.63,0.3582,7.0,10.0,17.0
4921,4.0,0.0,12.0,22.0,0.0,3.0,1.0,3.0,0.24,0.197,0.93,0.4478,0.0,13.0,13.0
4922,3.0,0.0,6.0,13.0,0.0,3.0,1.0,2.0,0.82,0.7879,0.56,0.2537,34.0,113.0,147.0
4923,1.0,1.0,3.0,16.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.37,0.4179,34.0,254.0,288.0
4924,2.0,0.0,6.0,11.0,0.0,4.0,1.0,1.0,0.74,0.6515,0.28,0.3881,42.0,123.0,165.0
4925,3.0,1.0,8.0,5.0,0.0,3.0,1.0,1.0,0.6,0.5758,0.78,0.0,2.0,38.0,40.0
4926,3.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.77,0.2239,13.0,66.0,79.0
4927,2.0,0.0,6.0,9.0,0.0,1.0,1.0,2.0,0.6,0.5758,0.78,0.2537,19.0,200.0,219.0
4928,2.0,0.0,5.0,17.0,0.0,6.0,0.0,1.0,0.58,0.5455,0.4,0.2239,138.0,216.0,354.0
4929,4.0,1.0,11.0,12.0,0.0,2.0,1.0,1.0,0.32,0.3333,0.45,0.1343,31.0,217.0,248.0
4930,3.0,0.0,8.0,14.0,0.0,1.0,1.0,1.0,0.92,0.8182,0.29,0.194,37.0,86.0,123.0
4931,3.0,0.0,6.0,3.0,0.0,3.0,1.0,2.0,0.66,0.6061,0.83,0.1045,2.0,3.0,5.0
4932,2.0,0.0,6.0,17.0,0.0,6.0,0.0,2.0,0.76,0.6818,0.48,0.1642,210.0,239.0,449.0
4933,3.0,0.0,8.0,5.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.61,0.0896,2.0,30.0,32.0
4934,4.0,0.0,11.0,1.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.82,0.0,1.0,16.0,17.0
4935,2.0,1.0,4.0,18.0,0.0,3.0,1.0,3.0,0.4,0.4091,0.43,0.4179,39.0,546.0,585.0
4936,2.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,0.16,0.1667,0.86,0.1642,0.0,7.0,7.0
4937,3.0,0.0,7.0,0.0,0.0,6.0,0.0,2.0,0.66,0.6061,0.83,0.1343,31.0,90.0,121.0
4938,1.0,0.0,3.0,10.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.47,0.2537,36.0,86.0,122.0
4939,4.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.77,0.0896,5.0,13.0,18.0
4940,1.0,0.0,3.0,20.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.35,0.2239,39.0,69.0,108.0
4941,4.0,1.0,10.0,4.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.68,0.2239,1.0,9.0,10.0
4942,2.0,0.0,5.0,4.0,0.0,2.0,1.0,1.0,0.6,0.5455,0.88,0.1045,1.0,3.0,4.0
4943,1.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,0.14,0.0758,0.39,0.6418,7.0,133.0,140.0
4944,2.0,1.0,5.0,15.0,0.0,6.0,0.0,1.0,0.76,0.7273,0.66,0.2836,274.0,239.0,513.0
4945,2.0,1.0,4.0,21.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.3,0.4478,15.0,191.0,206.0
4946,1.0,0.0,1.0,22.0,0.0,0.0,0.0,2.0,0.24,0.2273,0.7,0.194,2.0,19.0,21.0
4947,1.0,1.0,3.0,6.0,0.0,2.0,1.0,2.0,0.52,0.5,0.94,0.1642,6.0,94.0,100.0
4948,1.0,1.0,1.0,10.0,0.0,1.0,1.0,2.0,0.2,0.2576,0.93,0.0,10.0,139.0,149.0
4949,3.0,1.0,7.0,6.0,0.0,1.0,1.0,3.0,0.64,0.5758,0.89,0.2537,6.0,86.0,92.0
4950,4.0,0.0,12.0,7.0,0.0,2.0,1.0,2.0,0.46,0.4545,0.94,0.194,7.0,227.0,234.0
4951,1.0,0.0,2.0,7.0,0.0,5.0,1.0,3.0,0.34,0.3333,1.0,0.1343,1.0,34.0,35.0
4952,4.0,1.0,10.0,11.0,0.0,3.0,1.0,2.0,0.5,0.4848,0.51,0.0896,78.0,156.0,234.0
4953,4.0,1.0,11.0,16.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.4,0.2239,144.0,325.0,469.0
4954,1.0,1.0,2.0,4.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.82,0.0896,0.0,1.0,1.0
4955,2.0,0.0,5.0,18.0,0.0,0.0,0.0,1.0,0.58,0.5455,0.49,0.0,63.0,205.0,268.0
4956,2.0,1.0,4.0,19.0,1.0,1.0,0.0,1.0,0.76,0.6667,0.35,0.3881,61.0,461.0,522.0
4957,3.0,0.0,8.0,23.0,0.0,3.0,1.0,1.0,0.6,0.5758,0.78,0.1045,24.0,60.0,84.0
4958,3.0,0.0,7.0,9.0,1.0,1.0,0.0,2.0,0.72,0.6818,0.66,0.0896,142.0,96.0,238.0
4959,2.0,1.0,5.0,3.0,0.0,2.0,1.0,1.0,0.68,0.6364,0.79,0.2836,1.0,2.0,3.0
4960,1.0,0.0,1.0,15.0,0.0,2.0,1.0,2.0,0.32,0.3485,0.42,0.0,21.0,63.0,84.0
4961,1.0,1.0,1.0,11.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.38,0.2985,8.0,93.0,101.0
4962,4.0,0.0,10.0,12.0,0.0,4.0,1.0,2.0,0.62,0.5606,0.88,0.0,10.0,95.0,105.0
4963,2.0,1.0,4.0,23.0,0.0,0.0,0.0,3.0,0.46,0.4545,0.72,0.0,10.0,53.0,63.0
4964,3.0,1.0,8.0,21.0,0.0,4.0,1.0,1.0,0.76,0.7273,0.66,0.2239,41.0,301.0,342.0
4965,3.0,1.0,7.0,22.0,0.0,1.0,1.0,2.0,0.72,0.6667,0.58,0.1045,35.0,189.0,224.0
4966,2.0,1.0,5.0,10.0,0.0,6.0,0.0,1.0,0.66,0.6212,0.65,0.1343,148.0,284.0,432.0
4967,2.0,1.0,4.0,9.0,0.0,4.0,1.0,1.0,0.4,0.4091,0.37,0.2537,61.0,290.0,351.0
4968,4.0,1.0,11.0,8.0,0.0,1.0,1.0,2.0,0.3,0.2879,0.49,0.2239,19.0,629.0,648.0
4969,1.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,0.2,0.2273,0.64,0.0896,0.0,4.0,4.0
4970,4.0,0.0,10.0,21.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.82,0.1045,28.0,173.0,201.0
4971,4.0,0.0,10.0,17.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.55,0.1343,143.0,217.0,360.0
4972,3.0,0.0,7.0,9.0,0.0,3.0,1.0,3.0,0.7,0.6667,0.79,0.194,31.0,158.0,189.0
4973,2.0,1.0,3.0,20.0,0.0,4.0,1.0,1.0,0.62,0.5909,0.73,0.2836,64.0,360.0,424.0
4974,4.0,0.0,11.0,10.0,0.0,0.0,0.0,1.0,0.36,0.3636,0.66,0.0896,76.0,186.0,262.0
4975,1.0,0.0,12.0,15.0,0.0,0.0,0.0,1.0,0.34,0.3333,0.61,0.194,43.0,48.0,91.0
4976,2.0,0.0,6.0,10.0,0.0,0.0,0.0,2.0,0.62,0.5909,0.73,0.0896,83.0,168.0,251.0
4977,2.0,1.0,5.0,10.0,0.0,5.0,1.0,1.0,0.52,0.5,0.36,0.3284,69.0,141.0,210.0
4978,1.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,0.1,0.1364,0.54,0.0896,0.0,13.0,13.0
4979,2.0,1.0,3.0,21.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.44,0.2836,10.0,214.0,224.0
4980,1.0,0.0,12.0,6.0,0.0,3.0,1.0,1.0,0.32,0.303,0.57,0.2537,1.0,42.0,43.0
4981,4.0,1.0,11.0,1.0,0.0,1.0,1.0,2.0,0.36,0.3485,0.66,0.2239,0.0,19.0,19.0
4982,4.0,1.0,11.0,4.0,0.0,5.0,1.0,1.0,0.32,0.2879,0.53,0.3582,0.0,14.0,14.0
4983,4.0,1.0,9.0,12.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.35,0.2985,77.0,265.0,342.0
4984,2.0,1.0,6.0,15.0,0.0,0.0,0.0,1.0,0.84,0.7273,0.3,0.2239,159.0,316.0,475.0
4985,4.0,0.0,12.0,12.0,0.0,4.0,1.0,2.0,0.46,0.4545,0.59,0.4925,17.0,140.0,157.0
4986,1.0,1.0,3.0,13.0,0.0,1.0,1.0,2.0,0.26,0.2576,0.55,0.2985,11.0,109.0,120.0
4987,3.0,1.0,7.0,9.0,0.0,3.0,1.0,1.0,0.72,0.6515,0.37,0.2985,65.0,277.0,342.0
4988,4.0,0.0,10.0,9.0,0.0,4.0,1.0,2.0,0.5,0.4848,0.82,0.1642,16.0,155.0,171.0
4989,2.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.4,0.0,0.0,7.0,7.0
4990,3.0,1.0,8.0,18.0,0.0,4.0,1.0,1.0,0.8,0.7121,0.38,0.1343,109.0,744.0,853.0
4991,2.0,1.0,3.0,16.0,0.0,5.0,1.0,3.0,0.4,0.4091,0.62,0.2836,75.0,292.0,367.0
4992,3.0,1.0,8.0,5.0,0.0,1.0,1.0,1.0,0.62,0.5606,0.88,0.0,4.0,32.0,36.0
4993,4.0,0.0,11.0,21.0,0.0,5.0,1.0,1.0,0.28,0.2727,0.48,0.1642,3.0,108.0,111.0
4994,1.0,0.0,3.0,18.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.23,0.4925,8.0,193.0,201.0
4995,3.0,0.0,8.0,12.0,0.0,2.0,1.0,1.0,0.76,0.6818,0.48,0.3284,42.0,120.0,162.0
4996,3.0,0.0,8.0,13.0,0.0,2.0,1.0,1.0,0.74,0.6515,0.35,0.1045,59.0,170.0,229.0
4997,3.0,1.0,8.0,11.0,0.0,1.0,1.0,1.0,0.74,0.697,0.66,0.194,47.0,182.0,229.0
4998,1.0,0.0,3.0,9.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.0,0.2239,1.0,23.0,24.0
4999,3.0,0.0,7.0,16.0,0.0,5.0,1.0,1.0,0.96,0.8636,0.3,0.3881,35.0,198.0,233.0
5000,4.0,1.0,12.0,21.0,0.0,2.0,1.0,2.0,0.5,0.4848,0.63,0.2537,28.0,252.0,280.0
5001,2.0,0.0,4.0,2.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.54,0.0,0.0,7.0,7.0
5002,2.0,0.0,4.0,7.0,0.0,1.0,1.0,2.0,0.52,0.5,1.0,0.0896,13.0,183.0,196.0
5003,4.0,0.0,9.0,4.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.94,0.1045,1.0,7.0,8.0
5004,2.0,1.0,4.0,16.0,0.0,3.0,1.0,1.0,0.6,0.5909,0.2,0.3284,49.0,327.0,376.0
5005,3.0,1.0,9.0,0.0,0.0,6.0,0.0,1.0,0.6,0.5909,0.73,0.2836,32.0,140.0,172.0
5006,1.0,1.0,2.0,16.0,0.0,3.0,1.0,1.0,0.52,0.5,0.29,0.4627,30.0,268.0,298.0
5007,3.0,1.0,6.0,23.0,0.0,6.0,0.0,1.0,0.72,0.6515,0.44,0.0,69.0,156.0,225.0
5008,2.0,1.0,5.0,19.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.56,0.3284,83.0,463.0,546.0
5009,3.0,0.0,7.0,13.0,0.0,5.0,1.0,1.0,0.94,0.9848,0.51,0.1642,25.0,98.0,123.0
5010,3.0,1.0,7.0,0.0,0.0,4.0,1.0,1.0,0.74,0.6667,0.51,0.1045,17.0,71.0,88.0
5011,3.0,0.0,6.0,7.0,0.0,0.0,0.0,1.0,0.62,0.6061,0.61,0.0,24.0,27.0,51.0
5012,3.0,0.0,9.0,22.0,0.0,3.0,1.0,2.0,0.62,0.5455,0.94,0.0,15.0,112.0,127.0
5013,2.0,0.0,3.0,9.0,0.0,2.0,1.0,1.0,0.28,0.2576,0.28,0.3881,16.0,156.0,172.0
5014,4.0,1.0,11.0,12.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.46,0.2239,150.0,354.0,504.0
5015,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.26,0.2879,0.56,0.0896,3.0,13.0,16.0
5016,1.0,1.0,12.0,11.0,0.0,0.0,0.0,1.0,0.26,0.2273,0.41,0.4179,33.0,103.0,136.0
5017,4.0,1.0,11.0,18.0,0.0,1.0,1.0,2.0,0.4,0.4091,0.58,0.2537,21.0,559.0,580.0
5018,4.0,0.0,9.0,2.0,0.0,6.0,0.0,2.0,0.58,0.5455,0.94,0.0896,14.0,54.0,68.0
5019,4.0,1.0,10.0,0.0,0.0,5.0,1.0,2.0,0.56,0.5303,0.83,0.1045,5.0,51.0,56.0
5020,3.0,0.0,7.0,17.0,0.0,0.0,0.0,1.0,0.8,0.7424,0.49,0.3881,133.0,236.0,369.0
5021,3.0,1.0,8.0,2.0,0.0,3.0,1.0,1.0,0.62,0.5909,0.78,0.0,7.0,10.0,17.0
5022,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.36,0.3182,0.34,0.4478,1.0,6.0,7.0
5023,3.0,1.0,7.0,2.0,0.0,0.0,0.0,2.0,0.68,0.6364,0.89,0.1642,29.0,86.0,115.0
5024,3.0,0.0,6.0,16.0,0.0,1.0,1.0,1.0,0.74,0.6818,0.55,0.1045,53.0,222.0,275.0
5025,1.0,0.0,12.0,13.0,0.0,6.0,0.0,1.0,0.5,0.4848,0.42,0.4925,108.0,205.0,313.0
5026,4.0,1.0,10.0,1.0,0.0,3.0,1.0,2.0,0.46,0.4545,0.88,0.0,2.0,6.0,8.0
5027,4.0,0.0,11.0,9.0,0.0,2.0,1.0,3.0,0.56,0.5303,0.73,0.4179,5.0,197.0,202.0
5028,3.0,1.0,9.0,20.0,0.0,6.0,0.0,1.0,0.7,0.6515,0.54,0.2537,76.0,249.0,325.0
5029,4.0,1.0,12.0,23.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.82,0.1343,7.0,44.0,51.0
5030,3.0,1.0,8.0,21.0,0.0,1.0,1.0,1.0,0.72,0.6818,0.66,0.194,44.0,246.0,290.0
5031,1.0,1.0,3.0,13.0,0.0,0.0,0.0,1.0,0.36,0.3333,0.37,0.3582,108.0,256.0,364.0
5032,3.0,1.0,7.0,13.0,0.0,2.0,1.0,2.0,0.84,0.803,0.53,0.2985,73.0,200.0,273.0
5033,4.0,1.0,11.0,2.0,1.0,4.0,0.0,1.0,0.24,0.2576,0.75,0.0896,3.0,15.0,18.0
5034,2.0,0.0,4.0,6.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.88,0.2239,0.0,80.0,80.0
5035,4.0,1.0,10.0,3.0,0.0,6.0,0.0,1.0,0.32,0.303,0.66,0.2239,2.0,13.0,15.0
5036,3.0,0.0,6.0,22.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.7,0.2985,30.0,104.0,134.0
5037,1.0,1.0,1.0,18.0,0.0,1.0,1.0,2.0,0.24,0.2424,0.93,0.1343,7.0,275.0,282.0
5038,4.0,0.0,10.0,2.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.67,0.194,2.0,8.0,10.0
5039,2.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,0.64,0.6061,0.65,0.0896,6.0,8.0,14.0
5040,2.0,0.0,4.0,6.0,0.0,1.0,1.0,2.0,0.46,0.4545,1.0,0.2239,2.0,59.0,61.0
5041,4.0,1.0,12.0,7.0,0.0,3.0,1.0,1.0,0.26,0.2727,0.75,0.1343,3.0,360.0,363.0
5042,2.0,1.0,5.0,18.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.27,0.1642,134.0,734.0,868.0
5043,4.0,0.0,11.0,16.0,0.0,1.0,1.0,1.0,0.62,0.6212,0.46,0.4179,51.0,264.0,315.0
5044,2.0,1.0,5.0,10.0,0.0,0.0,0.0,1.0,0.68,0.6364,0.74,0.2537,209.0,215.0,424.0
5045,3.0,0.0,8.0,21.0,0.0,5.0,1.0,1.0,0.72,0.697,0.79,0.1642,38.0,152.0,190.0
5046,2.0,0.0,4.0,6.0,0.0,0.0,0.0,2.0,0.5,0.4848,1.0,0.0,10.0,3.0,13.0
5047,3.0,0.0,7.0,4.0,0.0,5.0,1.0,1.0,0.6,0.5909,0.73,0.1642,2.0,8.0,10.0
5048,1.0,0.0,2.0,9.0,0.0,4.0,1.0,1.0,0.16,0.1364,0.47,0.2985,6.0,127.0,133.0
5049,3.0,1.0,6.0,5.0,0.0,4.0,1.0,1.0,0.62,0.6212,0.57,0.0896,8.0,39.0,47.0
5050,2.0,1.0,5.0,15.0,0.0,3.0,1.0,2.0,0.7,0.6515,0.61,0.0,65.0,192.0,257.0
5051,2.0,0.0,4.0,20.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.51,0.2239,15.0,126.0,141.0
5052,4.0,1.0,10.0,19.0,0.0,1.0,1.0,3.0,0.52,0.5,0.83,0.0896,12.0,227.0,239.0
5053,2.0,0.0,5.0,19.0,0.0,0.0,0.0,2.0,0.46,0.4545,0.84,0.1045,47.0,131.0,178.0
5054,4.0,0.0,10.0,3.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.62,0.1343,1.0,19.0,20.0
5055,2.0,1.0,5.0,15.0,0.0,5.0,1.0,1.0,0.62,0.6061,0.25,0.194,140.0,299.0,439.0
5056,2.0,1.0,5.0,15.0,0.0,6.0,0.0,1.0,0.72,0.6515,0.3,0.1045,356.0,316.0,672.0
5057,3.0,1.0,8.0,17.0,0.0,4.0,1.0,1.0,0.86,0.7576,0.36,0.2537,111.0,699.0,810.0
5058,2.0,1.0,3.0,10.0,0.0,6.0,0.0,2.0,0.4,0.4091,0.76,0.1343,108.0,205.0,313.0
5059,2.0,1.0,6.0,8.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.68,0.2537,24.0,95.0,119.0
5060,1.0,1.0,2.0,0.0,0.0,5.0,1.0,2.0,0.28,0.303,0.65,0.0896,4.0,39.0,43.0
5061,1.0,1.0,2.0,18.0,0.0,5.0,1.0,2.0,0.42,0.4242,0.94,0.0,11.0,289.0,300.0
5062,3.0,1.0,7.0,20.0,0.0,2.0,1.0,1.0,0.74,0.697,0.66,0.1642,85.0,438.0,523.0
5063,1.0,0.0,12.0,4.0,0.0,6.0,0.0,2.0,0.32,0.3182,0.66,0.1642,0.0,3.0,3.0
5064,3.0,1.0,7.0,13.0,0.0,0.0,0.0,1.0,0.94,0.8788,0.38,0.2537,118.0,219.0,337.0
5065,1.0,1.0,2.0,22.0,0.0,2.0,1.0,1.0,0.32,0.3182,0.57,0.194,11.0,107.0,118.0
5066,4.0,1.0,10.0,2.0,0.0,5.0,1.0,2.0,0.52,0.5,0.88,0.1045,4.0,15.0,19.0
5067,2.0,1.0,3.0,12.0,0.0,6.0,0.0,1.0,0.48,0.4697,0.67,0.0,263.0,358.0,621.0
5068,2.0,1.0,5.0,5.0,0.0,3.0,1.0,2.0,0.62,0.5909,0.78,0.1343,1.0,40.0,41.0
5069,4.0,0.0,11.0,22.0,1.0,5.0,0.0,1.0,0.32,0.3182,0.39,0.194,13.0,78.0,91.0
5070,1.0,0.0,3.0,19.0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.3284,11.0,123.0,134.0
5071,4.0,0.0,10.0,18.0,0.0,1.0,1.0,2.0,0.4,0.4091,0.76,0.1642,28.0,384.0,412.0
5072,3.0,1.0,9.0,11.0,0.0,2.0,1.0,2.0,0.68,0.6364,0.79,0.6418,36.0,115.0,151.0
5073,2.0,0.0,5.0,22.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.39,0.194,30.0,135.0,165.0
5074,2.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,0.52,0.5,0.77,0.1343,13.0,21.0,34.0
5075,2.0,1.0,5.0,7.0,0.0,0.0,0.0,3.0,0.52,0.5,0.83,0.1642,5.0,31.0,36.0
5076,4.0,1.0,11.0,11.0,0.0,6.0,0.0,2.0,0.28,0.2576,0.41,0.2985,55.0,131.0,186.0
5077,3.0,1.0,9.0,9.0,0.0,5.0,1.0,2.0,0.62,0.5909,0.78,0.1642,46.0,301.0,347.0
5078,1.0,0.0,2.0,6.0,0.0,3.0,1.0,1.0,0.06,0.1515,0.45,0.0,0.0,43.0,43.0
5079,4.0,1.0,12.0,13.0,0.0,5.0,1.0,2.0,0.36,0.3485,0.66,0.1343,23.0,197.0,220.0
5080,3.0,1.0,8.0,8.0,0.0,5.0,1.0,2.0,0.7,0.6667,0.74,0.0,36.0,654.0,690.0
5081,1.0,0.0,1.0,21.0,0.0,4.0,1.0,1.0,0.18,0.2121,0.74,0.0896,2.0,36.0,38.0
5082,1.0,0.0,2.0,11.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.64,0.2985,13.0,74.0,87.0
5083,1.0,1.0,1.0,17.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.36,0.2239,20.0,456.0,476.0
5084,1.0,0.0,12.0,23.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.87,0.0,1.0,10.0,11.0
5085,1.0,0.0,12.0,11.0,0.0,0.0,0.0,1.0,0.3,0.303,0.7,0.1642,43.0,42.0,85.0
5086,4.0,1.0,12.0,6.0,0.0,6.0,0.0,1.0,0.24,0.2424,0.87,0.1343,7.0,20.0,27.0
5087,2.0,1.0,4.0,9.0,0.0,6.0,0.0,2.0,0.38,0.3939,0.37,0.0,45.0,169.0,214.0
5088,2.0,1.0,6.0,14.0,0.0,3.0,1.0,2.0,0.72,0.6515,0.37,0.4179,98.0,222.0,320.0
5089,3.0,1.0,7.0,18.0,0.0,5.0,1.0,1.0,0.78,0.697,0.46,0.194,108.0,523.0,631.0
5090,4.0,0.0,10.0,19.0,0.0,5.0,1.0,2.0,0.36,0.3485,0.5,0.1343,16.0,188.0,204.0
5091,3.0,0.0,8.0,16.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.42,0.1343,46.0,263.0,309.0
5092,4.0,1.0,11.0,8.0,0.0,6.0,0.0,2.0,0.26,0.2121,0.44,0.4627,7.0,55.0,62.0
5093,4.0,1.0,10.0,18.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.44,0.1642,64.0,628.0,692.0
5094,2.0,1.0,6.0,6.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.68,0.194,11.0,36.0,47.0
5095,1.0,0.0,1.0,21.0,0.0,4.0,1.0,2.0,0.24,0.2273,0.6,0.2537,3.0,54.0,57.0
5096,3.0,0.0,7.0,15.0,0.0,2.0,1.0,1.0,0.88,0.7576,0.28,0.3284,49.0,114.0,163.0
5097,4.0,0.0,10.0,6.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.82,0.1045,3.0,95.0,98.0
5098,3.0,1.0,6.0,7.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.61,0.1045,19.0,361.0,380.0
5099,1.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.08,0.0758,0.53,0.2537,0.0,26.0,26.0
5100,3.0,0.0,9.0,15.0,0.0,2.0,1.0,3.0,0.54,0.5152,0.94,0.3881,18.0,71.0,89.0
5101,3.0,0.0,9.0,18.0,0.0,4.0,1.0,1.0,0.72,0.6667,0.54,0.2239,69.0,462.0,531.0
5102,4.0,1.0,10.0,5.0,0.0,5.0,1.0,1.0,0.52,0.5,0.77,0.0,0.0,41.0,41.0
5103,4.0,1.0,10.0,16.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.64,0.2985,76.0,371.0,447.0
5104,4.0,1.0,12.0,1.0,0.0,4.0,1.0,1.0,0.26,0.2424,0.48,0.2836,0.0,16.0,16.0
5105,1.0,0.0,2.0,23.0,0.0,1.0,1.0,1.0,0.32,0.2879,0.49,0.4925,1.0,19.0,20.0
5106,3.0,1.0,9.0,23.0,0.0,2.0,1.0,1.0,0.72,0.697,0.74,0.2985,12.0,83.0,95.0
5107,3.0,0.0,8.0,20.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.79,0.2537,41.0,140.0,181.0
5108,1.0,1.0,2.0,8.0,0.0,2.0,1.0,1.0,0.2,0.2273,0.69,0.0896,5.0,459.0,464.0
5109,2.0,0.0,4.0,3.0,0.0,3.0,1.0,3.0,0.4,0.4091,0.94,0.3284,0.0,2.0,2.0
5110,4.0,1.0,11.0,11.0,0.0,3.0,1.0,1.0,0.32,0.303,0.49,0.2537,25.0,126.0,151.0
5111,2.0,0.0,4.0,12.0,0.0,5.0,1.0,3.0,0.34,0.3333,0.76,0.1343,19.0,61.0,80.0
5112,2.0,0.0,4.0,8.0,0.0,3.0,1.0,1.0,0.62,0.6061,0.69,0.4627,22.0,374.0,396.0
5113,1.0,0.0,12.0,6.0,0.0,0.0,0.0,1.0,0.2,0.2273,0.75,0.1045,0.0,1.0,1.0
5114,2.0,0.0,6.0,19.0,0.0,3.0,1.0,1.0,0.7,0.6364,0.37,0.2836,54.0,362.0,416.0
5115,2.0,1.0,3.0,18.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.39,0.2985,83.0,598.0,681.0
5116,2.0,0.0,4.0,5.0,0.0,2.0,1.0,2.0,0.46,0.4545,0.72,0.194,1.0,17.0,18.0
5117,4.0,0.0,9.0,19.0,0.0,5.0,1.0,1.0,0.62,0.5455,0.94,0.1343,16.0,232.0,248.0
5118,4.0,1.0,11.0,20.0,0.0,6.0,0.0,1.0,0.24,0.2121,0.44,0.2836,3.0,55.0,58.0
5119,4.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.36,0.3333,0.93,0.2985,4.0,43.0,47.0
5120,2.0,0.0,6.0,19.0,0.0,5.0,1.0,1.0,0.68,0.6212,0.26,0.2836,53.0,338.0,391.0
5121,4.0,1.0,11.0,4.0,0.0,0.0,0.0,1.0,0.22,0.2727,0.44,0.0,1.0,1.0,2.0
5122,4.0,1.0,10.0,17.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.38,0.3881,131.0,706.0,837.0
5123,2.0,0.0,6.0,20.0,0.0,1.0,1.0,1.0,0.64,0.6212,0.44,0.2537,78.0,253.0,331.0
5124,3.0,1.0,6.0,12.0,0.0,1.0,1.0,2.0,0.76,0.6818,0.45,0.2985,74.0,196.0,270.0
5125,2.0,0.0,4.0,1.0,0.0,6.0,0.0,1.0,0.26,0.2727,0.65,0.1343,4.0,28.0,32.0
5126,4.0,1.0,12.0,19.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.46,0.3881,19.0,334.0,353.0
5127,3.0,0.0,8.0,22.0,0.0,5.0,1.0,1.0,0.72,0.697,0.79,0.1045,26.0,126.0,152.0
5128,2.0,0.0,4.0,1.0,0.0,2.0,1.0,3.0,0.62,0.6212,0.57,0.4179,10.0,5.0,15.0
5129,2.0,0.0,5.0,22.0,0.0,2.0,1.0,3.0,0.62,0.5606,0.88,0.2239,26.0,115.0,141.0
5130,4.0,0.0,10.0,16.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.45,0.2537,60.0,242.0,302.0
